s,M,total_time,t,nubs_x,nubs_y,nubs_z,minco_x,minco_y,minco_z,err_d0,err_d1,err_d2,err_d3,err_d4
4,8,8.6099999999999994,5.1864999999999997,2.351125285357746,1.7525724597635453,2.1375296470003513,2.3511252853577456,1.7525724597635464,2.1375296470003518,1.2755491433176288e-15,8.0871193526174386e-15,2.2592093384101553e-14,3.6392291110246499e-14,3.2475802150685347e-13
4,8,8.6099999999999994,5.2069999999999999,2.3592746412805496,1.7644297291900952,2.1524633143082097,2.3592746412805496,1.7644297291900966,2.1524633143082106,1.6011864169946884e-15,8.3281528504962398e-15,2.3011304459183071e-14,4.0070439115585708e-14,3.1595760380973897e-13
4,8,8.6099999999999994,5.2274999999999991,2.3673826698345564,1.7762851708427172,2.1673576812875091,2.3673826698345577,1.7762851708427185,2.1673576812875095,1.9357399876532506e-15,8.7632049063409957e-15,2.1633904432218909e-14,4.4810807361451914e-14,3.1045364204000622e-13
4,8,8.6099999999999994,5.2479999999999993,2.3754413913128927,1.7881212995066336,2.1822037628814441,2.375441391312894,1.7881212995066358,2.1822037628814464,3.4111139459141383e-15,9.422026598803625e-15,2.0910948252184656e-14,4.9625354756215799e-14,2.9698756984168367e-13
4,8,8.6099999999999994,5.2684999999999995,2.3834429050308299,1.7999206001446952,2.1969925121912985,2.3834429050308312,1.7999206001446981,2.1969925121912994,3.3009303617866928e-15,9.9883057926341966e-15,1.9346830811783948e-14,5.6696210432055282e-14,2.8823812116037085e-13
4,8,8.6099999999999994,5.2889999999999988,2.3913794098624916,1.8116655778155395,2.2117148410197758,2.3913794098624925,1.8116655778155422,2.2117148410197776,3.3232593448441795e-15,1.0871260545646667e-14,2.0151885931236846e-14,5.9263971274475812e-14,2.7654100396433985e-13
4,8,8.6099999999999994,5.3094999999999999,2.3992432245903492,1.8233388082239763,2.2263616407041549,2.3992432245903492,1.8233388082239785,2.2263616407041553,2.2644195468014703e-15,1.042797328784313e-14,1.8502625325570775e-14,6.3950773659890984e-14,2.6208276348609846e-13
4,8,8.6099999999999994,5.3300000000000001,2.4070268080326231,1.8349229887671656,2.2409238031881653,2.4070268080326245,1.8349229887671674,2.2409238031881662,2.3914935841127266e-15,1.0626290181027496e-14,1.6747678447497715e-14,7.0572905246072156e-14,2.4691774557015049e-13
4,8,8.6099999999999994,5.3505000000000003,2.414722778913752,1.8464009899401794,2.2553922422816242,2.4147227789137515,1.8464009899401816,2.2553922422816242,2.2644195468014703e-15,1.0864455551549968e-14,1.5594780822874269e-14,7.2687989545298718e-14,2.3364452976043103e-13
4,8,8.6099999999999994,5.3709999999999996,2.422323935443023,1.8577559069645062,2.2697579150567311,2.422323935443023,1.8577559069645093,2.269757915056732,3.2330182483522121e-15,1.1413179091498546e-14,1.4630032097828307e-14,7.7040278826132443e-14,2.1955810506572552e-13
4,8,8.6099999999999994,5.3914999999999997,2.4298232745665427,1.8689711115030931,2.284011843330052,2.429823274566544,1.8689711115030967,2.2840118433300529,3.8968670012594065e-15,1.1495500318653537e-14,1.2772270296288965e-14,8.3011799475075011e-14,2.0519000054105004e-13
4,8,8.6099999999999994,5.4119999999999999,2.4372140108576357,1.8800303033254753,2.298145135179098,2.4372140108576361,1.8800303033254786,2.2981451351790985,3.3893637946200144e-15,1.2230229134762819e-14,1.2702960125437346e-14,8.4921611583088683e-14,1.8836310297901675e-13
4,8,8.6099999999999994,5.4324999999999992,2.4444895950108299,1.8909175617865972,2.3121490064425143,2.4444895950108321,1.8909175617866016,2.312149006442517,5.6348603740594784e-15,1.23364713329799e-14,1.0971705667031895e-14,9.0136846107428335e-14,1.6998932139607555e-13
